geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol
ENSG00000000003,136.49922253509746,0.21096008277700545,0.097309788476253,2.1679225294841444,0.03016458138191438,0.6810219831342413,TSPAN6
ENSG00000000419,213.68795130900213,0.09128763959519999,0.1270761323996585,0.718369672348049,0.47252938133567757,0.9493934811199216,DPM1
ENSG00000000457,24.902784709309408,0.08060725292428862,0.2416576935891009,0.3335596385412333,0.7387118792276619,0.9837249338148927,SCYL3
ENSG00000000460,68.48020490044672,0.15686868402494505,0.13920969212527068,1.1268517416429855,0.2598051698658177,0.8935984759133239,C1orf112
ENSG00000001036,243.71081227829524,-0.04751912137743538,0.07930284652823111,-0.5992107907566595,0.5490323278682196,0.958352733974608,FUCA2
ENSG00000001084,49.0557535049386,0.2092829521141819,0.16852922335410528,1.2418199523440923,0.21430299944026343,0.8696346975651083,GCLC
ENSG00000001167,72.45949894715554,0.03466598462714916,0.13633708474591363,0.2542667293477404,0.7992895014298091,0.9858020391499364,NFYA
ENSG00000001460,20.142930934634197,-0.13821340869995538,0.296623534952796,-0.46595563875924534,0.6412472541861425,0.973131335862815,STPG1
ENSG00000001461,128.408252050014,0.08814051463303106,0.1038634998033559,0.8486187621243934,0.3960934634775033,0.9326795541476414,NIPAL3
ENSG00000001497,192.0434930620513,0.0433400765944621,0.08595483501853907,0.5042191819123886,0.6141073623773151,0.9679920749422657,LAS1L
ENSG00000001561,33.4458674846539,-0.05462195812386986,0.17877052232071658,-0.3055423087363216,0.7599531517960217,0.9845901398984279,ENPP4
ENSG00000001629,28.409197595515995,-0.1295404346439368,0.2205895240006727,-0.587246539611472,0.5570381399626676,0.9588066733443737,ANKIB1
ENSG00000002016,10.344615166136524,0.1779823252998955,0.3689896966655179,0.4823503932719104,0.6295570544506937,0.9707920965890398,RAD52
ENSG00000002330,84.02878240195109,0.1764818099025747,0.13498014527000446,1.3074649575280375,0.191054848678178,0.8637982161760961,BAD
ENSG00000002549,432.5771085855271,-0.11616165607716904,0.05975096853408983,-1.944096621812835,0.05188380057441478,0.729158500863843,LAP3
ENSG00000002834,251.76604653701642,-0.14831194220095056,0.07392056202268467,-2.0063692448041284,0.04481686712824648,0.7197800003843967,LASP1
ENSG00000002919,117.07080413657285,0.15934395008239433,0.10736186352287568,1.4841764557155137,0.13776211420459047,0.8410757347835411,SNX11
ENSG00000003056,371.6929907213162,-0.024084302411871494,0.06774535861341298,-0.3555122137489581,0.7222058965252827,0.9823152395998668,M6PR
ENSG00000003249,49.35932997291348,-0.15326795693573872,0.18951351034349703,-0.8087442243982368,0.4186622844469303,0.9362488046718096,DBNDD1
ENSG00000003393,68.67031895842331,-0.158489763596344,0.14982585379318789,-1.0578265338311728,0.29013453355409513,0.9041872817859032,ALS2
ENSG00000003402,81.60097182232047,-0.02150558373352232,0.12861241555984257,-0.16721234602359134,0.8672029704618589,0.9909031537763213,CFLAR
ENSG00000003436,107.26286602102013,-0.12187427859456851,0.11229421690514317,-1.0853121554560354,0.27778342400338085,0.9025768023888956,TFPI
ENSG00000003509,45.99144619537904,-0.1934279478580665,0.18586688706105098,-1.0406799775719704,0.29802409885677683,0.9088217472373534,NDUFAF7
ENSG00000003756,65.35982655180199,-0.016994963847811646,0.13359492219180116,-0.12721264827275477,0.8987720948412385,0.9945051614100654,RBM5
ENSG00000004059,91.2969884283229,-0.14110764004597,0.11551417834426496,-1.2215612149828854,0.22187360317048543,0.874985826920944,ARF5
ENSG00000004139,51.74462203630053,-0.2635721340290475,0.17229666326423815,-1.5297576229020013,0.12607673458436824,0.8343066725791399,SARM1
ENSG00000004142,438.01546861924135,0.0318434342595517,0.05978641100095148,0.5326199336341652,0.5942967005951627,0.964831004176497,POLDIP2
ENSG00000004399,23.229989137167955,0.26896038056277816,0.23092698153298982,1.1646988098891984,0.24414093090225386,0.887161466604145,PLXND1
ENSG00000004455,412.98558911768714,0.05613766068996459,0.05810270956864358,0.9661797376874921,0.333954250069717,0.9172752173108997,AK2
ENSG00000004478,424.08040257844647,-0.0041804752507119194,0.051386301119649175,-0.08135388536680221,0.9351605216383405,0.9980815272213104,FKBP4
ENSG00000004487,271.1693476651104,0.09193386542229966,0.07229514849876248,1.271646401333187,0.2034987823150166,0.8637982161760961,KDM1A
ENSG00000004534,44.25191226118825,0.15343933692774903,0.17754480438257556,0.8642288207832666,0.38746220277495114,0.9319900405797854,RBM6
ENSG00000004700,269.33984053228784,0.15390750383510055,0.08401838672817548,1.8318312196714415,0.06697657039394207,0.7613677161132923,RECQL
ENSG00000004766,56.32394095451256,-0.28584819547065404,0.16859652002449468,-1.6954572693975198,0.08998870973348616,0.7945368964201257,VPS50
ENSG00000004779,187.86714338065372,0.12932469278710973,0.09817826365205204,1.317243633941643,0.18775697221559118,0.8628529891695504,NDUFAB1
ENSG00000004864,65.47200609960375,-0.08072752483629021,0.1466425554389009,-0.5505054422617833,0.5819727451383757,0.9640053196837924,SLC25A13
ENSG00000004866,86.13477419309051,-0.16616284557181396,0.11602215385621184,-1.4321648068845738,0.15209666098900534,0.8464893865617537,ST7
ENSG00000004897,241.4631770028431,-0.05271777705586591,0.09293833462770719,-0.5672339327688949,0.5705552567446943,0.9613264681262036,CDC27
ENSG00000004961,146.79836393472874,-0.1567015752621327,0.10301317393719442,-1.5211799546888176,0.12821468433512256,0.8369025161636705,HCCS
ENSG00000004975,107.70962361190314,-0.034101985441738404,0.10551563143062051,-0.3231936821053989,0.7465485653346544,0.9837249338148927,DVL2
