"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",136.502718618232,0.0474276567797211,0.0863563684401542,0.549208560253305,0.582862330479297,0.896650198795912
"ENSG00000000005",0.0376779307002397,-0.251834410037219,4.99736139460297,-0.0503934757068389,0.959808835414274,NA
"ENSG00000000419",213.693408122105,0.0402589071202793,0.124061767007589,0.324506962066859,0.745554252239834,0.942665904886286
"ENSG00000000457",24.9035071437899,-0.0182572752425891,0.211281643287156,-0.0864120278436842,0.931138885859237,NA
"ENSG00000000460",68.4819156679706,-0.0822574208948353,0.120941839685094,-0.680140314625739,0.49641561991512,0.868511972471496
"ENSG00000000938",0.203806947794708,1.46834957440909,2.93379888001303,0.500494285553266,0.616727078860934,NA
"ENSG00000000971",0.275517477035,-1.01237025242064,4.99418788079089,-0.202709685055004,0.839361952760725,NA
"ENSG00000001036",243.717246537697,0.123705140858843,0.069394016435586,1.7826485223502,0.0746435359220602,0.505638599073423
"ENSG00000001084",49.057215437118,0.313285118394278,0.142921722717491,2.19200491316173,0.028379151871843,NA
"ENSG00000001167",72.4613891689607,0.152198426773387,0.113835637213859,1.33700157963237,0.181222121216177,0.672628555155117
"ENSG00000001460",20.1435557732779,-0.0415550422235424,0.248694536189295,-0.167092702800324,0.867297107619098,NA
"ENSG00000001461",128.411575073,-0.0814613787078952,0.0858160611635097,-0.949255624220304,0.342490617164324,0.802806795486223
"ENSG00000001497",192.04852766297,-0.0788820544068248,0.0753207109717354,-1.04728239270638,0.294969354329323,0.77326943740324
"ENSG00000001561",33.4468459662314,-0.0181328726383346,0.152828015557583,-0.11864887842833,0.905553539441102,NA
"ENSG00000001617",6.24628042048001,0.211569861785214,0.377784165076154,0.560028400720728,0.575460065959709,NA
"ENSG00000001626",0.0505462293961362,0,4.99736139460297,0,1,NA
"ENSG00000001629",28.410069687721,0.0481830842129123,0.182258181652263,0.26436719480085,0.791496987297455,NA
"ENSG00000001630",4.08802479962357,-0.125744283060588,0.469361502179084,-0.267904978309471,0.7887724615971,NA
"ENSG00000001631",7.10728630937154,0.418905409699451,0.351330223649841,1.19234094165767,0.23312758720219,NA
"ENSG00000002016",10.3448974130216,0.25006300543964,0.28745248590624,0.869928136649355,0.38433967795576,NA
"ENSG00000002330",84.0309181267095,-0.127157952005096,0.115341952965645,-1.10244320245705,0.270269038173394,0.754634267686049
"ENSG00000002549",432.587997418233,-0.00166859725140252,0.0543836867605539,-0.0306819443622716,0.975523190694936,0.992354752139389
"ENSG00000002745",0.705519390345621,0.471031192050472,1.31193398188784,0.359035743073496,0.71956835040617,NA
"ENSG00000002746",0.307218992506841,-2.38826119660027,2.38435794779028,-1.00163702300387,0.316518933021894,NA
"ENSG00000002822",0.327877532496633,1.52826473202544,1.90547899944006,0.802037037655376,0.422531533922284,NA
"ENSG00000002834",251.772828900674,0.0260049103191886,0.0653781924694968,0.397761231030081,0.690806197467463,0.926533986416873
"ENSG00000002919",117.073893926321,-0.0399877695554688,0.091891391330096,-0.435163392094294,0.663443832547514,0.920134749481477
"ENSG00000003056",371.702739666069,0.0716559429400708,0.0605887664831301,1.18266053427614,0.236943711144788,0.729504578360832
"ENSG00000003096",0.869456290301265,-1.38572511550888,1.16779000818775,-1.18662182909009,0.235376821570377,NA
"ENSG00000003137",0.418910786319114,0.108837216819028,1.72012651204624,0.0632727977022789,0.949549276637234,NA
"ENSG00000003147",1.18497494499754,0.423331728544092,0.96233276676063,0.439901604898164,0.66000837346102,NA
"ENSG00000003249",49.3608215465278,-0.143505400868188,0.158237458758461,-0.906899049025046,0.3644601841049,0.812719968031911
"ENSG00000003393",68.672279937437,-0.0217650925866778,0.125540674541387,-0.173370843084825,0.862359941887639,0.971313628039921
"ENSG00000003400",1.07353280276274,-0.685919372654097,0.920488008822944,-0.745169264650393,0.456169400763559,NA
"ENSG00000003402",81.6031066243969,-0.145050299847792,0.109637912865074,-1.32299399046658,0.185837376327947,0.674679206941822
"ENSG00000003436",107.265673291601,-0.000941329323685392,0.0951929563428185,-0.00988864470492314,0.992110131648403,0.997318405253816
"ENSG00000003509",45.9926971822775,0.0919883879682771,0.159348281332946,0.577278820949906,0.563751118408417,NA
"ENSG00000003756",65.3613356981932,-0.00645744009610241,0.113528224788215,-0.056879600717343,0.954641104269938,0.987757857621603
"ENSG00000003987",6.82692900537207,0.684243809448411,0.36121910099369,1.89426253364261,0.0581901714336185,NA
"ENSG00000003989",6.93827023348489,-0.383602070705786,0.416762778862503,-0.92043265416546,0.357346711013877,NA
"ENSG00000004059",91.2993265909675,-0.045492647170528,0.0992219548459505,-0.458493760188043,0.646597744415413,0.919707774622288
"ENSG00000004139",51.7459540250963,-0.149723608434116,0.14909608107379,-1.00420887897124,0.315277943291748,0.793952636769608
"ENSG00000004142",438.026793311693,-0.0860958627256304,0.0544927476881944,-1.57995084443655,0.11411812400861,0.582804456556437
"ENSG00000004399",23.2307091270349,0.309045466837573,0.200113373210224,1.54435189352844,0.122503107381399,NA
"ENSG00000004455",412.996390949367,-0.0116189013918872,0.0521795645017052,-0.222671490320843,0.823791191718734,0.961254153051441
"ENSG00000004468",0.219594060079019,1.88469478659426,2.62299852563341,0.718526818896758,0.472432517764354,NA
"ENSG00000004478",424.091467873691,0.053094244396301,0.0466305412950049,1.13861522774106,0.254863674251455,0.743479560715571
"ENSG00000004487",271.176348048658,0.00435582423521852,0.0639795595523982,0.0680814976797577,0.945720758891224,0.986596735584747
"ENSG00000004534",44.2531302995035,0.110576489021112,0.148240798137995,0.745924808892205,0.455712837723687,NA
"ENSG00000004660",4.96416496144212,-0.0581524949092452,0.360685049502619,-0.161227905036366,0.871913903581125,NA
"ENSG00000004700",269.347488056026,0.027779747223545,0.0730837927288625,0.380108177015478,0.703865116164374,0.931069808998904
"ENSG00000004766",56.3253660206297,0.0423733643191803,0.13538995008125,0.312972744976648,0.754301369034978,0.945169709989027
"ENSG00000004776",0.0625540621837632,0,4.99736139460297,0,1,NA
"ENSG00000004777",0.288778954443496,-0.251832454518187,2.22022746818427,-0.113426420547864,0.909692494304827,NA
"ENSG00000004779",187.871758876433,-0.177143927728593,0.0849780420244085,-2.08458471751693,0.0371070128994361,0.404715666809895
"ENSG00000004799",0.480394539851259,0.83717863121024,1.4183017744909,0.590268337999326,0.555010762870642,NA
"ENSG00000004838",1.33382537143416,-1.23501776735687,0.951773466019718,-1.2975963414085,0.194426080018229,NA
"ENSG00000004848",0.0388240413193562,0.830110306114564,4.99736139460297,0.166109720824086,0.868070604324633,NA
"ENSG00000004864",65.4737146666052,0.0712022991766609,0.128242663878072,0.555215378591613,0.578747351250037,0.894849154907431
"ENSG00000004866",86.136972156734,0.0449442677413441,0.0959532063656662,0.468397768492143,0.639500163539497,0.918329146659764
"ENSG00000004897",241.46956561643,0.0582661276918199,0.0811844499062848,0.717700591173302,0.472941918708852,0.858792997439281
"ENSG00000004961",146.802161764994,0.0391030608954362,0.0884056891652994,0.442313851796596,0.658262108717993,0.920134749481477
"ENSG00000004975",107.712518504475,-0.025555257725139,0.0900279560681156,-0.283859134886987,0.776518334450903,0.949294475784186
"ENSG00000005007",141.230017087885,-0.0379971235654195,0.0807068250817794,-0.470804340610814,0.637780464563365,0.917888871451854
"ENSG00000005020",3.20862519245951,-0.729611764027079,0.56071149725887,-1.30122490370521,0.193181483307451,NA
"ENSG00000005022",954.987943935469,0.00419833901736453,0.0392638995912925,0.106926185658227,0.914847539127477,0.978970093438047
"ENSG00000005059",62.7455116581383,-0.287881921983863,0.136554531761492,-2.10818285025268,0.0350151761310573,0.395048078296142
"ENSG00000005073",0.369386523562413,-1.95030331228235,1.95010425103329,-1.00010207723457,0.31726111097938,NA
"ENSG00000005075",93.2118865265952,0.0184953370646213,0.0952179970918001,0.194242030178285,0.845986374217215,0.967645537795703
"ENSG00000005100",14.6691165694906,0.300594517691472,0.226826125060946,1.32522000105017,0.185098193402683,NA
"ENSG00000005102",0.0637583530380099,0,4.99736139460297,0,1,NA
"ENSG00000005156",63.5574437772593,-0.0100850115593495,0.125526997373626,-0.0803413749261588,0.93596575211749,0.985884806421894
"ENSG00000005175",75.1307314339301,-0.329320380795913,0.129584884528886,-2.54134872283273,0.01104257205428,0.237334103784268
"ENSG00000005187",5.14619289972494,0.107027089075508,0.414858053678628,0.257984841143803,0.796418606343497,NA
"ENSG00000005189",14.6953548570093,0.286507467673239,0.211960130959605,1.35170452280877,0.176469857647149,NA
"ENSG00000005194",199.486878793664,0.094469853399484,0.0760958025357467,1.24145945310329,0.21443606792591,0.702405384723489
"ENSG00000005206",8.39632989886271,0.232215323534285,0.320984506280384,0.723447141499851,0.469405217718614,NA
"ENSG00000005238",33.0088558687205,-0.19346193368102,0.159095498839889,-1.21601135853451,0.223980595145784,NA
"ENSG00000005243",57.0722957754286,-0.172264197639109,0.122991499798262,-1.4006187250474,0.161328118435925,0.647750123884904
"ENSG00000005249",17.2383622505,0.0982025368552699,0.228222324064001,0.430293299562275,0.666982300567824,NA
"ENSG00000005302",45.8452788729817,-0.181731441811062,0.129654318902383,-1.40166130484159,0.161016410853605,NA
"ENSG00000005339",27.6675542858406,-0.0276138338966596,0.189713714241778,-0.145555285800095,0.884272468704371,NA
"ENSG00000005379",1.62873583822703,1.12988722526594,0.743088186116475,1.52052911939154,0.128378045914058,NA
"ENSG00000005436",32.5174521750248,-0.0923868751425,0.177464834041995,-0.520592576220693,0.602650621992677,NA
"ENSG00000005448",191.658937800471,-0.0416665094450845,0.0772018516486666,-0.539708679977032,0.589397953008028,0.89916541061514
"ENSG00000005469",34.8866072078577,0.212101661184692,0.173485807289723,1.2225879713058,0.221485358620545,NA
"ENSG00000005471",1.63707854376922,0.626117998960145,0.747894583017087,0.837174132795985,0.402494695160828,NA
"ENSG00000005483",87.9716707086435,-0.0662904782270417,0.102451510897438,-0.647042465712422,0.51760445993263,0.877272435501434
"ENSG00000005486",158.253089426285,0.131964581570618,0.0750032178924763,1.75945226456552,0.0785007213829195,0.515056360498931
"ENSG00000005513",0.116328627506044,-0.251847921200543,4.99736139460297,-0.0503961793662817,0.959806680943673,NA
"ENSG00000005700",39.0044904933884,0.10374781022318,0.159915015329443,0.6487684099548,0.516488079009422,NA
"ENSG00000005801",48.5064167158908,0.0219692500098494,0.129818956009086,0.169229908213958,0.865615805701526,NA
"ENSG00000005810",14.2232323900153,0.506894321314194,0.239055524409362,2.12040413023955,0.0339719786938463,NA
"ENSG00000005812",76.8958075902128,-0.00309617486614549,0.129134959022833,-0.0239762717204877,0.98087153568945,0.994093702623814
"ENSG00000005844",0.0800668795618862,-0.251844918694808,4.99736139460297,-0.0503955785480703,0.959807159718878,NA
"ENSG00000005882",112.679654179829,0.177735823646635,0.0940220485589508,1.89036323256876,0.058709397237165,0.469132783538499
"ENSG00000005884",285.219082407513,-0.0151112516258704,0.107382407762756,-0.140723717606111,0.888088207604906,0.974621333698443
"ENSG00000005889",74.2830869591346,-0.0373299902659823,0.0997626119934126,-0.374188180522451,0.708264316915387,0.932128139731507
"ENSG00000005893",436.529958897289,0.093174765505413,0.0542354139937374,1.71796910255303,0.0858022511188306,0.528976180926905
"ENSG00000005961",6.08818746064827,0.311740724277012,0.406814421829056,0.766297130950794,0.443499525054965,NA
"ENSG00000006007",163.402300701284,0.12922057241682,0.0759375347969152,1.701669309682,0.0888173767009021,0.537124889390653
"ENSG00000006015",26.9717358097194,-0.186812899193503,0.186809126348641,-1.00002019625559,0.317300734156417,NA
"ENSG00000006016",8.66707455271579,-0.732614493110216,0.333806506610409,-2.19472801938298,0.028183113562113,NA
"ENSG00000006025",17.0746475282328,0.376478464684204,0.221502543966292,1.69965752059938,0.089195364015833,NA
"ENSG00000006042",58.5468453735313,0.114598369019361,0.130151977748557,0.880496562570535,0.378590366509256,0.816997170215161
"ENSG00000006047",0.0578102898399913,-0.251838913758328,4.99736139460297,-0.0503943769266532,0.959808117257375,NA
"ENSG00000006062",29.4317192149721,-0.197583122799476,0.193258596311422,-1.02237689070806,0.306602553731622,NA
"ENSG00000006071",0.688876939363212,-0.718933978199966,1.29733570722116,-0.554161867432055,0.579468072687712,NA
"ENSG00000006118",50.4590638958326,0.0523585979703837,0.130475738660519,0.401289914185609,0.688206688347064,0.925233288173568
"ENSG00000006125",266.544377265001,-0.00868721368610527,0.0670917684975605,-0.129482556215837,0.896975826876393,0.976552473757983
"ENSG00000006194",28.9644062524216,-0.101298615951466,0.165979866600182,-0.610306647585626,0.541658694202466,NA
"ENSG00000006210",2.59063369005717,-0.715701575151123,0.580047745353367,-1.23386666164027,0.217252594201577,NA
"ENSG00000006282",139.565788985615,0.175581508228596,0.0774079037472464,2.26826331329043,0.0233131625537899,0.336544949582278
"ENSG00000006283",0.190788078358401,0.469481263722425,3.51885317626963,0.133418827158946,0.893862156596266,NA
"ENSG00000006327",682.166054649242,-0.0222734982022804,0.0468704176273156,-0.475214417319372,0.634634151958422,0.915518167191669
"ENSG00000006377",0.0768478652451219,0,4.99736139460127,0,1,NA
"ENSG00000006432",16.7881735309016,-0.122932325332671,0.225555999476996,-0.545019088907934,0.58574038894178,NA
"ENSG00000006451",79.8627808810224,-0.146036626707546,0.108560130790437,-1.34521417434043,0.178556080114505,0.671864602125591
"ENSG00000006453",76.4730859260199,-0.0472757147494199,0.109302539160375,-0.432521651487475,0.66536231937592,0.920134749481477
"ENSG00000006459",4.40724678957159,0.0282199634774611,0.496767217751896,0.0568072176847129,0.954698764343993,NA
"ENSG00000006468",12.0215086172003,0.657703780886284,0.290637429323332,2.26296999122778,0.0236375392171913,NA
"ENSG00000006530",119.644945431905,-0.0157255828758078,0.104921530021984,-0.149879465849505,0.880859712581045,0.974621333698443
"ENSG00000006534",21.0756704363753,-0.292674398386793,0.231712433312253,-1.2630931979053,0.206555688254276,NA
"ENSG00000006576",62.0814862978582,-0.176868213130403,0.132843306466575,-1.33140477932101,0.183055857672979,0.67329003310117
