"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",136.502718618232,-0.179796163650094,0.0921162862707338,-1.95183903877394,0.0509573177752597,0.348410718950888
"ENSG00000000005",0.0376779307002397,0,4.9975798104491,0,1,NA
"ENSG00000000419",213.693408122105,0.0648997118111983,0.126458946935689,0.513207751478456,0.607806004297127,0.877473576023627
"ENSG00000000457",24.9035071437899,-0.0937201801281679,0.214882401694807,-0.436146373034666,0.662730533497761,0.900462638651201
"ENSG00000000460",68.4819156679706,0.0461245712443745,0.126738425857488,0.363935175400077,0.715906417018511,0.921072575714182
"ENSG00000000938",0.203806947794708,0.232655347723121,2.93594809290511,0.079243685637817,0.93683879770679,NA
"ENSG00000000971",0.275517477035,-1.66502877246645,4.98400172094402,-0.334074678479661,0.738323207096445,NA
"ENSG00000001036",243.717246537697,-0.0502273667173111,0.0728821137085459,-0.689159029033781,0.490723196544343,0.822097463063276
"ENSG00000001084",49.057215437118,0.122741800438896,0.152334024188164,0.805741206490312,0.420392084573338,0.777959890182635
"ENSG00000001167",72.4613891689607,0.0565106392015594,0.123210011908464,0.458652980599845,0.646483384187712,0.893380421693717
"ENSG00000001460",20.1435557732779,-0.194428735786967,0.261042691284932,-0.744815856862068,0.456383047585127,0.799868867245176
"ENSG00000001461",128.411575073,0.263418043958021,0.093506979285687,2.81709500157431,0.00484601891752632,0.117657920079978
"ENSG00000001497",192.04852766297,0.118993769900247,0.0782403798082595,1.52087413419849,0.128291426041041,0.504808974049465
"ENSG00000001561",33.4468459662314,-0.301971026285736,0.166808086033285,-1.81029009724073,0.0702508119204164,0.394629352692312
"ENSG00000001617",6.24628042048001,-0.337073088166815,0.419560218168981,-0.803396207671567,0.421745766269134,NA
"ENSG00000001626",0.0505462293961362,-0.128015811081387,4.9975798104491,-0.0256155611189494,0.979563974164794,NA
"ENSG00000001629",28.410069687721,-0.138257482089184,0.195104369300937,-0.708633448777001,0.478551973680274,0.815893211614987
"ENSG00000001630",4.08802479962357,-0.699895062078952,0.555820215877585,-1.25921123788901,0.207954043532457,NA
"ENSG00000001631",7.10728630937154,1.10298652789778,0.391564086833762,2.81687357187599,0.0048493610650641,NA
"ENSG00000002016",10.3448974130216,0.185158096445083,0.326629046219874,0.566875783363252,0.570798578161256,NA
"ENSG00000002330",84.0309181267095,0.149166680593476,0.121330355134513,1.22942589616673,0.218912165905664,0.619498807652664
"ENSG00000002549",432.587997418233,-0.102021694980078,0.0559901838770892,-1.82213538008801,0.0684344465666135,0.391537773922654
"ENSG00000002745",0.705519390345621,0.613099629822273,1.21399633683061,0.50502593065717,0.613540623343462,NA
"ENSG00000002746",0.307218992506841,-0.488689701601644,2.45142115016894,-0.199349549369746,0.841989322109798,NA
"ENSG00000002822",0.327877532496633,-0.329218203296251,1.88632451765081,-0.174528931907355,0.861449795301626,NA
"ENSG00000002834",251.772828900674,-0.115367277781734,0.0681187945077631,-1.69361889938593,0.0903377243651587,0.433861904561332
"ENSG00000002919",117.073893926321,0.196566553934606,0.0974406843115501,2.01729447328302,0.0436647920376198,0.331151949808545
"ENSG00000003056",371.702739666069,-0.0195806846402744,0.0627380767627689,-0.312102086175111,0.754962941132792,0.935680518858318
"ENSG00000003096",0.869456290301265,0.107071800486066,1.10869695840961,0.0965744513628472,0.923064346494438,NA
"ENSG00000003137",0.418910786319114,0.704731096245141,1.67449898009699,0.420860869204185,0.6738566806796,NA
"ENSG00000003147",1.18497494499754,-0.824760204846476,1.12327383167513,-0.73424678968664,0.462798341368466,NA
"ENSG00000003249",49.3608215465278,0.154202780586296,0.163378484396348,0.943837746788048,0.345252568200779,0.722433229079974
"ENSG00000003393",68.672279937437,0.047752493568674,0.131792446652395,0.362331034756659,0.71710466912473,0.921614321333193
"ENSG00000003400",1.07353280276274,0.00600770645873419,0.88085213764375,0.00682033476674598,0.994558202379459,NA
"ENSG00000003402",81.6031066243969,0.0888461261636076,0.115140093139418,0.771635003421683,0.44033063649058,0.78986259740695
"ENSG00000003436",107.265673291601,-0.108961584071507,0.102005735769541,-1.06819075662257,0.285434473442466,0.678272604990875
"ENSG00000003509",45.9926971822775,-0.273969220533705,0.165615338322986,-1.65425028447188,0.0980766697382441,0.452458580821621
"ENSG00000003756",65.3613356981932,0.250574148636824,0.118967928646181,2.10623275943594,0.0351841388426718,0.298353963397797
"ENSG00000003987",6.82692900537207,-0.348632689433316,0.410516738255689,-0.849253287246405,0.395740367703202,NA
"ENSG00000003989",6.93827023348489,0.966110801120066,0.423684090851662,2.2802621622588,0.0225921444974027,NA
"ENSG00000004059",91.2993265909675,0.0721270293321683,0.103125209882403,0.699412194306488,0.484294469237078,0.819677555375545
"ENSG00000004139",51.7459540250963,-0.287238904489819,0.153490685927409,-1.87137677282688,0.0612928760276306,0.37536321233144
"ENSG00000004142",438.026793311693,0.0337345673420185,0.0562850692535412,0.599351973612364,0.548938196112405,0.85334082188589
"ENSG00000004399",23.2307091270349,0.113055735281712,0.20913012184517,0.540599958935675,0.588783346190128,0.869995454149441
"ENSG00000004455",412.996390949367,0.105519081900728,0.0547169968765723,1.92845163156071,0.0537989749792148,0.355741326708965
"ENSG00000004468",0.219594060079019,0,2.62714084297489,0,1,NA
"ENSG00000004478",424.091467873691,0.0745788643011575,0.0491378609663223,1.51774747281473,0.129078071448953,0.505372619523627
"ENSG00000004487",271.176348048658,0.0514069858204511,0.0671734125551516,0.76528769143959,0.444100251784196,0.791571925176306
"ENSG00000004534",44.2531302995035,0.169809002062552,0.15898002592939,1.0681153249904,0.285468493827335,0.678272604990875
"ENSG00000004660",4.96416496144212,-0.440835018236214,0.436487192388928,-1.00996094713224,0.312514000726191,NA
"ENSG00000004700",269.347488056026,-0.0522643331111136,0.0775677276930142,-0.673789663118113,0.500445047575894,0.828013082061297
"ENSG00000004766",56.3253660206297,-0.0512064426670303,0.147360939885508,-0.347489929874329,0.728223282545558,0.925789764955191
"ENSG00000004776",0.0625540621837632,0.953991957240899,4.9975798104491,0.19089078982716,0.848611156143794,NA
"ENSG00000004777",0.288778954443496,0.183065020766896,2.18652725691932,0.083724097281469,0.933275797548127,NA
"ENSG00000004779",187.871758876433,0.0286168252814384,0.0892114128404802,0.320775384788586,0.748380614519465,0.932715863008014
"ENSG00000004799",0.480394539851259,0.593329346960564,1.60447078972498,0.369797537456115,0.711533350209256,NA
"ENSG00000004838",1.33382537143416,-0.310065365394405,0.931577505174744,-0.332839043098452,0.739255784772982,NA
"ENSG00000004848",0.0388240413193562,-0.128015811081387,4.9975798104491,-0.0256155611189494,0.979563974164794,NA
"ENSG00000004864",65.4737146666052,-0.38326699996878,0.134589793413992,-2.84766764437974,0.0044040891422142,0.110561215513104
