"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",136.502718618232,0.266766374347151,0.0912586836536188,2.92318893574762,0.00346466214272927,0.102270235765503
"ENSG00000000005",0.0376779307002397,-0.303025220535821,5.39776883325093,-0.056138977028647,0.955231093704073,NA
"ENSG00000000419",213.693408122105,0.0368843117715397,0.133966512883729,0.275324862740527,0.783066664618342,0.959526079718066
"ENSG00000000457",24.9035071437899,0.319715071796917,0.221043122460214,1.44639230679734,0.14806719842621,NA
"ENSG00000000460",68.4819156679706,0.117277337788438,0.128057789331784,0.915815729760764,0.359763551884691,0.800102165735874
"ENSG00000000938",0.203806947794708,0.538522621940607,3.17113887277825,0.169819942785667,0.865151742657202,NA
"ENSG00000000971",0.275517477035,0.842069239981786,5.3772023273553,0.156599880145471,0.875560197009188,NA
"ENSG00000001036",243.717246537697,0.0204741397075882,0.0755430354531671,0.27102617183395,0.786370903121567,0.95969953696651
"ENSG00000001084",49.057215437118,0.249155693975408,0.154840793730576,1.60910886577436,0.107592538990824,0.552718146815314
"ENSG00000001167",72.4613891689607,-0.0581131951822738,0.12551331162636,-0.463004237791689,0.64336132951059,0.918417260558843
"ENSG00000001460",20.1435557732779,-0.109866163934397,0.270167632766647,-0.406659238966989,0.684258281868073,NA
"ENSG00000001461",128.411575073,-0.292662668232818,0.0949238858269718,-3.08312987487982,0.00204835738414881,0.0773344752752322
"ENSG00000001497",192.04852766297,-0.00678846845544485,0.0808475970684315,-0.0839662364943131,0.93308327631312,0.987176677116784
"ENSG00000001561",33.4468459662314,-0.0175106384869168,0.165143514435448,-0.106032856008774,0.915556283795104,NA
"ENSG00000001617",6.24628042048001,0.399979307786734,0.399545170289912,1.00108657926338,0.316784952803465,NA
"ENSG00000001626",0.0505462293961362,0,5.39776883325093,0,1,NA
"ENSG00000001629",28.410069687721,-0.120715174584169,0.200325695172091,-0.602594562222626,0.546778438718603,NA
"ENSG00000001630",4.08802479962357,0.0398554241490699,0.499560132963,0.0797810343925539,0.936411408597365,NA
"ENSG00000001631",7.10728630937154,-0.0454402885641731,0.397288265663111,-0.114376115509802,0.908939646791936,NA
"ENSG00000002016",10.3448974130216,-0.164106026996659,0.324122488547253,-0.506308672786631,0.612639975581063,NA
"ENSG00000002330",84.0309181267095,0.00121771265732963,0.123223488964812,0.00988214720715596,0.992115315648256,0.998804574264275
"ENSG00000002549",432.587997418233,0.0292975804082156,0.0585815688446842,0.500116008942874,0.616993394368411,0.908536522559277
"ENSG00000002745",0.705519390345621,-0.0441572640883841,1.42817151908107,-0.0309187401502,0.975334344588849,NA
"ENSG00000002746",0.307218992506841,-0.580114036400058,2.552081157594,-0.227310183562879,0.82018255501896,NA
"ENSG00000002822",0.327877532496633,1.01943334886296,2.06457403191234,0.493774179615492,0.621465670301425,NA
"ENSG00000002834",251.772828900674,-0.0276362325979516,0.0709615099015917,-0.389453841050974,0.696940450089278,0.936814511270766
"ENSG00000002919",117.073893926321,-0.00520438245997451,0.0989335692851475,-0.0526048185421712,0.958046777647294,0.994902362465979
"ENSG00000003056",371.702739666069,0.0573903138821083,0.0654646410175556,0.876661247813426,0.380670661211702,0.80419168481111
"ENSG00000003096",0.869456290301265,-0.655107239536678,1.21294211970085,-0.540097692129157,0.58912966219907,NA
"ENSG00000003137",0.418910786319114,-0.303028495831472,1.85794904761323,-0.163098388634903,0.87044096849317,NA
"ENSG00000003147",1.18497494499754,-1.3115213554063,1.24387064589321,-1.05438725460436,0.291705655124778,NA
"ENSG00000003249",49.3608215465278,-0.248746051984506,0.172686063665861,-1.44045238338293,0.149739452476565,0.62128400076395
